Municipal,County,Cases,Date
corbin city,atlantic county,1,may-10-2020
allendale,bergen county,59,may-10-2020
alpine,bergen county,22,may-10-2020
bergenfield,bergen county,748,may-10-2020
bogota,bergen county,168,may-10-2020
carlstadt,bergen county,92,may-10-2020
cliffside park,bergen county,461,may-10-2020
closter,bergen county,81,may-10-2020
cresskill,bergen county,106,may-10-2020
demarest,bergen county,47,may-10-2020
dumont,bergen county,289,may-10-2020
east rutherford,bergen county,131,may-10-2020
edgewater,bergen county,126,may-10-2020
elmwood park,bergen county,503,may-10-2020
emerson,bergen county,196,may-10-2020
englewood,bergen county,729,may-10-2020
englewood cliffs,bergen county,53,may-10-2020
fair lawn,bergen county,580,may-10-2020
fairview,bergen county,342,may-10-2020
fort lee,bergen county,424,may-10-2020
franklin lakes,bergen county,144,may-10-2020
garfield,bergen county,733,may-10-2020
glen rock,bergen county,114,may-10-2020
hackensack,bergen county,1227,may-10-2020
harrington park,bergen county,28,may-10-2020
hasbrouck heights,bergen county,194,may-10-2020
haworth,bergen county,35,may-10-2020
hillsdale,bergen county,108,may-10-2020
ho-ho-kus,bergen county,44,may-10-2020
leonia,bergen county,106,may-10-2020
little ferry,bergen county,182,may-10-2020
lodi,bergen county,622,may-10-2020
lyndhurst,bergen county,361,may-10-2020
mahwah,bergen county,248,may-10-2020
maywood,bergen county,220,may-10-2020
midland park,bergen county,84,may-10-2020
montvale,bergen county,71,may-10-2020
moonachie,bergen county,65,may-10-2020
new milford,bergen county,424,may-10-2020
north arlington,bergen county,252,may-10-2020
northvale,bergen county,53,may-10-2020
norwood,bergen county,68,may-10-2020
oakland,bergen county,213,may-10-2020
old tappan,bergen county,60,may-10-2020
oradell,bergen county,170,may-10-2020
palisades park,bergen county,236,may-10-2020
paramus,bergen county,923,may-10-2020
park ridge,bergen county,152,may-10-2020
ramsey,bergen county,125,may-10-2020
ridgefield,bergen county,181,may-10-2020
ridgefield park,bergen county,255,may-10-2020
ridgewood,bergen county,279,may-10-2020
river edge,bergen county,132,may-10-2020
river vale,bergen county,104,may-10-2020
rochelle park,bergen county,148,may-10-2020
rockleigh,bergen county,97,may-10-2020
rutherford,bergen county,181,may-10-2020
saddle brook,bergen county,292,may-10-2020
saddle river,bergen county,72,may-10-2020
south hackensack,bergen county,56,may-10-2020
teaneck,bergen county,1017,may-10-2020
tenafly,bergen county,150,may-10-2020
teterboro,bergen county,6,may-10-2020
upper saddle river,bergen county,50,may-10-2020
waldwick,bergen county,130,may-10-2020
wallington,bergen county,156,may-10-2020
washington township,bergen county,98,may-10-2020
westwood,bergen county,189,may-10-2020
woodcliff lake,bergen county,114,may-10-2020
wood-ridge,bergen county,135,may-10-2020
wyckoff,bergen county,279,may-10-2020
bass river township,burlington county,4,may-10-2020
beverly,burlington county,14,may-10-2020
bordentown,burlington county,23,may-10-2020
bordentown township,burlington county,65,may-10-2020
burlington,burlington county,73,may-10-2020
burlington township,burlington county,336,may-10-2020
chesterfield township,burlington county,25,may-10-2020
cinnaminson township,burlington county,81,may-10-2020
delanco township,burlington county,33,may-10-2020
delran township,burlington county,87,may-10-2020
eastampton township,burlington county,45,may-10-2020
edgewater park,burlington county,75,may-10-2020
evesham township,burlington county,218,may-10-2020
fieldsboro,burlington county,5,may-10-2020
florence township,burlington county,73,may-10-2020
hainesport township,burlington county,30,may-10-2020
lumberton township,burlington county,91,may-10-2020
mansfield township,burlington county,52,may-10-2020
maple shade township,burlington county,165,may-10-2020
medford,burlington county,77,may-10-2020
medford lakes,burlington county,9,may-10-2020
moorestown,burlington county,211,may-10-2020
mount holly,burlington county,64,may-10-2020
mount laurel,burlington county,186,may-10-2020
new hanover township,burlington county,22,may-10-2020
north hanover township,burlington county,23,may-10-2020
palmyra,burlington county,35,may-10-2020
pemberton,burlington county,4,may-10-2020
pemberton township,burlington county,306,may-10-2020
riverside township,burlington county,56,may-10-2020
riverton,burlington county,5,may-10-2020
shamong township,burlington county,17,may-10-2020
southampton township,burlington county,50,may-10-2020
springfield township,burlington county,13,may-10-2020
tabernacle township,burlington county,18,may-10-2020
westampton township,burlington county,74,may-10-2020
willingboro township,burlington county,478,may-10-2020
woodland township,burlington county,198,may-10-2020
wrightstown,burlington county,6,may-10-2020
audubon,camden county,36,may-10-2020
audubon park,camden county,2,may-10-2020
barrington,camden county,28,may-10-2020
bellmawr,camden county,70,may-10-2020
berlin,camden county,30,may-10-2020
berlin township,camden county,14,may-10-2020
brooklawn,camden county,14,may-10-2020
camden,camden county,1172,may-10-2020
cherry hill,camden county,588,may-10-2020
chesilhurst,camden county,15,may-10-2020
clementon,camden county,39,may-10-2020
collingswood,camden county,47,may-10-2020
gibbsboro,camden county,4,may-10-2020
gloucester city,camden county,55,may-10-2020
gloucester township,camden county,349,may-10-2020
haddonfield,camden county,28,may-10-2020
haddon heights,camden county,15,may-10-2020
haddon township,camden county,56,may-10-2020
hi-nella,camden county,3,may-10-2020
laurel springs,camden county,11,may-10-2020
lawnside,camden county,22,may-10-2020
lindenwold,camden county,211,may-10-2020
magnolia,camden county,13,may-10-2020
merchantville,camden county,28,may-10-2020
mount ephraim,camden county,13,may-10-2020
oaklyn,camden county,20,may-10-2020
pennsauken township,camden county,379,may-10-2020
pine hill,camden county,67,may-10-2020
runnemede,camden county,40,may-10-2020
somerdale,camden county,32,may-10-2020
stratford,camden county,34,may-10-2020
voorhees township,camden county,263,may-10-2020
waterford township,camden county,27,may-10-2020
winslow township,camden county,298,may-10-2020
woodlynne,camden county,54,may-10-2020
avalon,cape may county,7,may-10-2020
cape may,cape may county,4,may-10-2020
dennis township,cape may county,46,may-10-2020
lower township,cape may county,154,may-10-2020
middle township,cape may county,75,may-10-2020
north wildwood,cape may county,9,may-10-2020
ocean city,cape may county,28,may-10-2020
sea isle city,cape may county,2,may-10-2020
upper township,cape may county,46,may-10-2020
west cape may,cape may county,2,may-10-2020
west wildwood,cape may county,3,may-10-2020
wildwood,cape may county,30,may-10-2020
wildwood crest,cape may county,10,may-10-2020
woodbine,cape may county,42,may-10-2020
bridgeton,cumberland county,335,may-10-2020
downe township,cumberland county,4,may-10-2020
commercial township,cumberland county,15,may-10-2020
deerfield township,cumberland county,19,may-10-2020
fairfield township,cumberland county,26,may-10-2020
greenwich township,cumberland county,3,may-10-2020
hopewell township,cumberland county,24,may-10-2020
lawrence township,cumberland county,17,may-10-2020
maurice river township,cumberland county,10,may-10-2020
millville,cumberland county,223,may-10-2020
stow creek township,cumberland county,5,may-10-2020
upper deerfield township,cumberland county,46,may-10-2020
vineland,cumberland county,471,may-10-2020
belleville,essex county,885,may-10-2020
bloomfield,essex county,947,may-10-2020
caldwell,essex county,102,may-10-2020
cedar grove,essex county,365,may-10-2020
east orange,essex county,1656,may-10-2020
essex fells,essex county,18,may-10-2020
fairfield township,essex county,124,may-10-2020
glen ridge,essex county,35,may-10-2020
irvington,essex county,1213,may-10-2020
livingston,essex county,423,may-10-2020
maplewood,essex county,266,may-10-2020
millburn,essex county,129,may-10-2020
montclair,essex county,380,may-10-2020
newark,essex county,6245,may-10-2020
north caldwell,essex county,39,may-10-2020
nutley,essex county,455,may-10-2020
city of orange,essex county,773,may-10-2020
roseland,essex county,76,may-10-2020
south orange village,essex county,88,may-10-2020
verona,essex county,110,may-10-2020
west caldwell,essex county,195,may-10-2020
west orange,essex county,1113,may-10-2020
clayton,gloucester county,47,may-10-2020
deptford township,gloucester county,369,may-10-2020
east greenwich township,gloucester county,42,may-10-2020
elk township,gloucester county,23,may-10-2020
franklin township,gloucester county,57,may-10-2020
glassboro,gloucester county,80,may-10-2020
greenwich township,gloucester county,18,may-10-2020
harrison township,gloucester county,42,may-10-2020
logan township,gloucester county,29,may-10-2020
mantua township,gloucester county,64,may-10-2020
monroe township,gloucester county,184,may-10-2020
national park,gloucester county,12,may-10-2020
newfield,gloucester county,1,may-10-2020
paulsboro,gloucester county,44,may-10-2020
pitman,gloucester county,27,may-10-2020
south harrison township,gloucester county,19,may-10-2020
swedesboro,gloucester county,25,may-10-2020
washington township,gloucester county,227,may-10-2020
wenonah,gloucester county,12,may-10-2020
west deptford township,gloucester county,108,may-10-2020
westville,gloucester county,27,may-10-2020
woodbury,gloucester county,58,may-10-2020
woodbury heights,gloucester county,15,may-10-2020
woolwich township,gloucester county,68,may-10-2020
bayonne,hudson county,930,may-10-2020
east newark,hudson county,63,may-10-2020
guttenberg,hudson county,192,may-10-2020
harrison,hudson county,340,may-10-2020
hoboken,hudson county,525,may-10-2020
jersey city,hudson county,6145,may-10-2020
kearny,hudson county,1083,may-10-2020
north bergen,hudson county,2290,may-10-2020
secaucus,hudson county,494,may-10-2020
union city,hudson county,2973,may-10-2020
weehawken,hudson county,283,may-10-2020
west new york,hudson county,1899,may-10-2020
alexandria township,hunterdon county,9,may-10-2020
bethlehem township,hunterdon county,17,may-10-2020
bloomsbury,hunterdon county,5,may-10-2020
califon,hunterdon county,3,may-10-2020
clinton township,hunterdon county,59,may-10-2020
clinton,hunterdon county,24,may-10-2020
delaware township,hunterdon county,15,may-10-2020
east amwell township,hunterdon county,13,may-10-2020
flemington,hunterdon county,44,may-10-2020
franklin township,hunterdon county,13,may-10-2020
frenchtown,hunterdon county,6,may-10-2020
glen gardner,hunterdon county,4,may-10-2020
hampton,hunterdon county,8,may-10-2020
high bridge,hunterdon county,18,may-10-2020
holland township,hunterdon county,20,may-10-2020
kingwood township,hunterdon county,13,may-10-2020
lambertville,hunterdon county,21,may-10-2020
lebanon,hunterdon county,12,may-10-2020
lebanon township,hunterdon county,13,may-10-2020
milford,hunterdon county,3,may-10-2020
raritan township,hunterdon county,136,may-10-2020
readington township,hunterdon county,60,may-10-2020
tewksbury township,hunterdon county,18,may-10-2020
union township,hunterdon county,142,may-10-2020
west amwell township,hunterdon county,16,may-10-2020
east windsor township,mercer county,482,may-10-2020
ewing township,mercer county,475,may-10-2020
hamilton township,mercer county,1126,may-10-2020
hightstown,mercer county,122,may-10-2020
hopewell,mercer county,4,may-10-2020
hopewell township,mercer county,87,may-10-2020
lawrence township,mercer county,260,may-10-2020
pennington,mercer county,11,may-10-2020
princeton,mercer county,157,may-10-2020
robbinsville township,mercer county,80,may-10-2020
trenton,mercer county,1773,may-10-2020
west windsor township,mercer county,145,may-10-2020
carteret,middlesex county,578,may-10-2020
cranbury,middlesex county,39,may-10-2020
dunellen,middlesex county,165,may-10-2020
east brunswick,middlesex county,584,may-10-2020
edison,middlesex county,1570,may-10-2020
helmetta,middlesex county,32,may-10-2020
highland park,middlesex county,137,may-10-2020
jamesburg,middlesex county,107,may-10-2020
metuchen,middlesex county,109,may-10-2020
middlesex,middlesex county,201,may-10-2020
milltown,middlesex county,70,may-10-2020
monroe township,middlesex county,601,may-10-2020
new brunswick,middlesex county,1434,may-10-2020
north brunswick,middlesex county,767,may-10-2020
old bridge township,middlesex county,873,may-10-2020
perth amboy,middlesex county,1931,may-10-2020
piscataway,middlesex county,754,may-10-2020
plainsboro township,middlesex county,133,may-10-2020
sayreville,middlesex county,597,may-10-2020
south amboy,middlesex county,146,may-10-2020
south brunswick,middlesex county,416,may-10-2020
south plainfield,middlesex county,456,may-10-2020
south river,middlesex county,239,may-10-2020
spotswood,middlesex county,82,may-10-2020
woodbridge township,middlesex county,1655,may-10-2020
aberdeen township,monmouth county,209,may-10-2020
allenhurst,monmouth county,2,may-10-2020
allentown,monmouth county,6,may-10-2020
asbury park,monmouth county,159,may-10-2020
atlantic highlands,monmouth county,25,may-10-2020
avon-by-the-sea,monmouth county,12,may-10-2020
belmar,monmouth county,25,may-10-2020
bradley beach,monmouth county,39,may-10-2020
brielle,monmouth county,25,may-10-2020
colts neck township,monmouth county,69,may-10-2020
deal,monmouth county,23,may-10-2020
eatontown,monmouth county,215,may-10-2020
englishtown,monmouth county,37,may-10-2020
fair haven,monmouth county,22,may-10-2020
farmingdale,monmouth county,14,may-10-2020
freehold borough,monmouth county,338,may-10-2020
freehold township,monmouth county,571,may-10-2020
hazlet,monmouth county,252,may-10-2020
highlands,monmouth county,26,may-10-2020
holmdel township,monmouth county,214,may-10-2020
howell township,monmouth county,557,may-10-2020
interlaken,monmouth county,1,may-10-2020
keansburg,monmouth county,138,may-10-2020
keyport,monmouth county,78,may-10-2020
lake como,monmouth county,16,may-10-2020
